Headline,Clickbait,Outlet
"From ‘Horizon’ to ‘Tiny Tina’s,’ Ashly Burch is everywhere",No,The Washington Post
‘Stranger of Paradise’ is your drunk dad’s Final Fantasy,No,The Washington Post
"Kirby’s creators on developing accessible games, and the darker horrors of the series",No,The Washington Post
"The video game industry is back to in-person events, for better or worse",No,The Washington Post
Ask Help Desk: The WiFi upgrade that will fix your dead zones,No,The Washington Post
Thousands of Amazon workers in New York begin historic union vote,No,The Washington Post
Social media wasn’t ready for this war. It needs a plan for the next one.,No,The Washington Post
U.S. charges 4 Russian government workers with hacking energy sector,No,The Washington Post
"Stephen Wilhite, computer programmer who created the GIF, dies at 74",No,The Washington Post
Microsoft says it will respect outcome of Activision Blizzard union drive,No,The Washington Post
"Uber and taxicabs strike an unlikely partnership, years after ride-hailing destroyed the business",No,The Washington Post
A 3D breakdown of Halo’s iconic armor,No,The Washington Post
Inside ‘Halo’s’ universal aspirations,No,The Washington Post
Jan. 6 White House logs given to House show 7-hour gap in Trump calls,No,The Washington Post
Democrats in Congress ask Clarence Thomas to recuse himself from Jan. 6 cases,No,The Washington Post
The truth about Hunter Biden and the Ukrainian ‘bio labs’,No,The Washington Post
Jan. 6 committee backs contempt charges for two former Trump aides,No,The Washington Post
‘It’s about the 30-second ads’: Biden budget offers a counter to GOP midterm attacks,No,The Washington Post
Ginni Thomas’s texts make Clarence Thomas’s non-recusal look even worse,No,The Washington Post
Trump’s lawsuit against Clinton and 47 others is a predictable mess,No,The Washington Post
Judge: Trump ‘more likely than not’ committed crime in trying to block Biden win,No,The Washington Post
Donald Trump just released the most Donald Trump statement ever,No,The Washington Post
Ketanji Brown Jackson on track for confirmation by end of next week,No,The Washington Post
Supreme Court to consider California rules regarding treatment of pigs,No,The Washington Post
Anita Dunn and SKDK: Power and influence in Biden’s Washington,No,The Washington Post
Biden’s asking for $5.8 trillion in spending for 2023. He’s unlikely to get it.,No,The Washington Post
Preparing for a post-Roe America,No,The Washington Post
How Biden’s budget tries to insulate Democrats in the midterms,No,The Washington Post
Secret Service arrests person after suspicious package found outside White House,No,The Washington Post
Here’s how a federal judge believes Trump probably broke the law,No,The Washington Post
Andrew Cuomo is not the only New Yorker who wants Andrew Cuomo to be governor again,No,The Washington Post
A milestone: Majority say they’ve had covid — even more in GOP,No,The Washington Post
Two stark reminders about the political challenge of tackling climate change,No,The Washington Post
Russia-Ukraine live updates: Kyiv and Moscow meet for peace talks in Istanbul with different expectations,No,The Washington Post
"Salmon travel deep into the Pacific. As it warms, many ‘don’t come back.’",No,The Washington Post
"E.U. wants ‘golden passports’ ended, Russian oligarchs’ citizenship revoked",No,The Washington Post
London police issue first fines for Downing Street pandemic parties,No,The Washington Post
Thousands of Afghans were evacuated to the U.S. Will America let them stay?,No,The Washington Post
"Germany, urged to ‘stop Putin’s war machine,’ resists Russian energy embargo",No,The Washington Post
"Solomon Islands close to security deal with China, alarming neighbors",No,The Washington Post
"In India, a U.S. partner, Modi’s base is inundated with anti-U.S. commentary on Ukraine",No,The Washington Post
North Korea’s latest missile test may not have been what it claimed,No,The Washington Post
Ukraine invasion could spell end to Russian hopes for Sputnik vaccine,No,The Washington Post
"Dirck Halstead, photographer of war zones and presidents, dies at 85",No,The Washington Post
Russia has killed civilians in Ukraine. Kyiv’s defense tactics add to the danger.,No,The Washington Post
Ukraine hopes for cease-fire as Istanbul hosts new talks,No,The Washington Post
Kyiv will investigate video that appears to show Ukrainian forces shooting Russian prisoners of war,No,The Washington Post
Ukraine claws back territory in country’s north ahead of talks in Istanbul,No,The Washington Post
"Novaya Gazeta, the last independent newspaper in Russia, falls silent",No,The Washington Post
Maps of Russia’s invasion of Ukraine,No,The Washington Post
"Turkey, Romania work to defuse mines possibly floating from Ukraine’s shores",No,The Washington Post
"Huawei says it’s evaluating Russia sanctions, as Meng reappears",No,The Washington Post
"U.S., Israel and Arab states to expand cooperation in unprecedented meeting",No,The Washington Post
Underground carbon-dioxide storage idea is cracked. And that’s actually good.,No,The Washington Post
"Luc Montagnier, Nobel-winning virologist who co-discovered HIV, dies at 89",No,The Washington Post
"Stephen Hawking’s doodle-filled blackboard, a window into the theoretical physicist’s mind, goes on display",No,The Washington Post
Scientists name newly discovered flatworm after covid-19,No,The Washington Post
"U.S. alcohol-related deaths hit highest rate in decades during coronavirus pandemic, study shows",No,The Washington Post
What to know about the coronavirus vaccine for children younger than 5,No,The Washington Post
What you need to know about the coronavirus vaccine for kids ages 5 to 11,No,The Washington Post
White House officials say U.S. has exhausted funds to buy potential fourth vaccine dose for all Americans,No,The Washington Post
"Latest version of omicron accounts for most new infections in many parts of the U.S., genomics testing shows",No,The Washington Post
Biden pushes new normal amid worries about next covid surge and who is left behind,No,The Washington Post
"Covid infection associated with a greater likelihood of Type 2 diabetes, according to review of patient records",No,The Washington Post
Getting a protective bike helmet that your child will want to wear,No,The Washington Post
Live Updates: Ukraine and Russia Discuss Possible Cease-Fire While Trading Strikes on Multiple Fronts,No,The New York Times
"Desperate for Cash, Afghans Toil in Mines That Are Deadlier Than Ever",No,The New York Times
A Brutal Russian Playbook Reapplied in Ukraine,No,The New York Times
Israeli Summit Mixes Historic Symbolism With Sharp Disputes,No,The New York Times
Solomon Islands’ Leader Calls Concern Over China Security Deal ‘Insulting’,No,The New York Times
London Police Issue Fines for Downing Street Lockdown Parties,No,The New York Times
"Hundreds Arrested in El Salvador, Raising Fears of a Civil Liberties Crackdown",No,The New York Times
Pope Meets With Groups Requesting Apology for Indigenous Schools,No,The New York Times
President Macron’s Unending Russia Diplomacy,No,The New York Times
Honduran Supreme Court Ratifies U.S. Extradition Request of Ex-President,No,The New York Times
General Strike Throws India Into Confusion,No,The New York Times
‘Drive My Car’ Oscar Is a Slow-Burn Return for Japan’s Cinema,No,The New York Times
A New International Airport Is Not Quite Ready for Takeoff,No,The New York Times
"‘Soy mayor, no idiota’. La protesta de un hombre llama la atención de los bancos españoles",No,The New York Times
Científicos tratan de resolver un misterio de la COVID-19: las bajas tasas de mortalidad en África,No,The New York Times
Las vacaciones en Venezuela terminan abruptamente y los turistas regresan a casa a una Rusia diferente,No,The New York Times
Could the U.S. do More?,No,The New York Times
Your Tuesday Briefing,No,The New York Times
"Ukrainian Troops Retake the Town of Trostyanets, Official Says",No,The New York Times
‘I Make No Apologies’: Biden Says His Putin Comments Were an Expression of Moral Outrage,No,The New York Times
Marco Rubio Leads G.O.P. Push for a More Combative Stance on China,No,The New York Times
Ukraine Claims Some Battle Successes as Russia Focuses on Another Front,No,The New York Times
How We Verified Russian Radio Chatter,No,The New York Times
Would Putin Strike NATO Supply Lines to Ukraine? History Suggests No.,No,The New York Times
Israel Hosts Historic Summit with the U.S. and Four Arab Nations,No,The New York Times
"After Mass Shooting, a Town in Arkansas Struggles to Move Forward",No,The New York Times
Why It’s So Difficult to Assess Pandemic Risks Right Now,No,The New York Times
"Some States Suspend Their Gas Taxes, Looking to Ease Pain at the Pump",No,The New York Times
New Focus on How a Trump Tweet Incited Far-Right Groups Before Jan. 6,No,The New York Times
Biden Administration Will Start Vaccinating Migrants at Border,No,The New York Times
Pennsylvania Snow Squall Causes Highway Pileup,No,The New York Times
Local Election Officials in Georgia Oppose G.O.P. Election Bill,No,The New York Times
"With a Center-Leaning Budget, Biden Bows to Political Reality",No,The New York Times
Biden Unveils 2023 Budget,No,The New York Times
Federal Judge Finds Trump Most Likely Committed Crimes Over 2020 Election,No,The New York Times
Missing From Biden’s Budget: His Signature Policy Agenda,No,The New York Times
Supreme Court to Weigh California Law on Humane Treatment of Pigs,No,The New York Times
Biden Says His Remarks About Putin Do Not Change U.S. Policy,No,The New York Times
"New Supply Chain Risk: 22,000 Dockworkers Who May Soon Strike",No,The New York Times
"FedEx’s founder, Fred Smith, will step down as C.E.O.",No,The New York Times
Will Smith Apologizes to Chris Rock After Academy Condemns His Slap,No,The New York Times
Chris Wallace Says Life at Fox News Became ‘Unsustainable’,No,The New York Times
The True Crime-Obsessed Philanthropists Paying to Catch Killers,No,The New York Times
Paying Taxes in 2022: What You Need to Know,No,The New York Times
"As CNN+ debuts new show, Chris Wallace talks about leaving Fox News.",No,The New York Times
Inside Biden’s $5.8 Trillion Wish List,No,The New York Times
"Art Market Grew 29% in 2021, Says Key Report (Though Some Doubt It)",No,The New York Times
Disney says it hopes Florida anti-L.G.B.T.Q. law is repealed or ‘struck down by the courts.’,No,The New York Times
Arizona Offers Driver’s Licenses on iPhones. Other States Want to Be Next.,No,The New York Times
You Don’t Know Much About Jay Penske. And He’s Fine With That.,No,The New York Times
"Streaming Took Over Hollywood. Will It Take Best Picture, Too?",No,The New York Times
"Dagny Carlsson, Centenarian Blogger, Dies at 109",No,The New York Times
Museums Are Cashing In on NFTs,No,The New York Times
NASA Plans to Give SpaceX Some Company on the Moon,No,The New York Times
"Human Migration Brought Maize to Maya Region, Study Finds",No,The New York Times
Abel Prize for 2022 Goes to New York Mathematician,No,The New York Times
Is Geometry a Language That Only Humans Know?,No,The New York Times
Mass Bleaching Event Hits Australia’s Great Barrier Reef,No,The New York Times
‘Can’t Cope’: Australia’s Great Barrier Reef Suffers 6th Mass Bleaching Event,No,The New York Times
A Very British Climate Project Unites Soggy Weather and a Victorian Work Ethic,No,The New York Times
"Sinovac Boosters Provide Key Protection for Older People, New Study Finds",No,The New York Times
Disney Employees Walk Out Amid Furor Over Florida Legislation,No,The New York Times
"Echoing Conservative Grievances, Blackburn Miscasts Jackson’s Views",No,The New York Times
Brain Implant Allows Fully Paralyzed Patient to Communicate,No,The New York Times
The Power of the Squat,No,The New York Times
"Kids as Young as 8 Are Using Social Media More Than Ever, Study Finds",No,The New York Times
"The use of at-home coronavirus tests jumped during the Omicron wave, but disparities remain, a survey suggests.",No,The New York Times
"Weekly Health Quiz: A Great Exercise, Boosters and a New Psychiatric Diagnosis",No,The New York Times
A C.D.C. airport surveillance program found the earliest known U.S. cases of Omicron subvariants.,No,The New York Times
Moderna to Seek Authorization of Its Coronavirus Vaccine for Young Children,No,The New York Times
"Pfizer Recalls Some Blood Pressure Drugs, Citing Cancer Risk",No,The New York Times
A top virologist who visited a Wuhan market in 2014 said he found it to be a ‘pandemic waiting to happen.’,No,The New York Times
"Developing: Poisoning Suspected - Ukraine Peace Negotiators, Russian Oligarch Reportedly Attacked",Yes,Western Journal
500 Laps of Dead Silence? NASCAR Considers Racing Electric Cars,Yes,Western Journal
Left Celebrates a Woke First for America: Newsom Appoints Disabled Transgender Judge,Yes,Western Journal
Siblings Allegedly Had One of State's Largest Trees Cut Down Illegally; Then It Was Sold for Lumber,Yes,Western Journal
Autopsy of Foo Fighters Drummer Reveals Grossly Enlarged Heart and Cocktail of Psychoactive Substances,Yes,Western Journal
Bill Gates Wants First-World Nations to Offer Only Synthetic Beef: 'You Can Get Used to the Taste Difference',Yes,Western Journal
"Experts Watch Kim Jong Un's Hollywood-Style Missile Launch, Notice One Fatal Detail North Koreans Missed",Yes,Western Journal
Flashback: Ketanji Brown Jackson Had a Major Hand in 'Pizzagate' Trial,Yes,Western Journal
Fox News Host Says He's 'Hearing' That Hunter Biden Will Be Indicted,Yes,Western Journal
Boy Dies After Falling from 'Landmark' 400-Foot Tall Orlando Amusement Park Ride,Yes,Western Journal
Liberals Won't Know What to Do as Huge Announcement Made About Chick-fil-A's Leftover Food Waste,Yes,Western Journal
"'Black Lives Matter' Accused of 'Clear Violation of IRS Rules,' Charity Status Reportedly at Risk",Yes,Western Journal
"Hawley Goes Off on Biden SCOTUS Nominee for Sentencing Child Porn Offender to Just 3 Months, 'Apologizing' to Him",Yes,Western Journal
GOP Conducting Voter Registration Drives at Gas Stations Nationwide,Yes,Western Journal
White House Friction: New Book Reveals Tense Relationship Between Biden and Harris Camps,Yes,Western Journal
"House Democrat Slams Biden's Potential Iran Deal, Says It 'Makes Zero Sense'",Yes,Western Journal
"Reporter Posts Video of Trying to Charge His Tesla, Shows Why Electric Cars Won't Quickly Solve Gas Issue",Yes,Western Journal
Jen Psaki Tests Positive for COVID a Day After Holding Two Meetings with Biden,Yes,Western Journal
Watch: VP Harris Goes Viral for Word-Salad Moment Where She Just Can't Stop Saying 'The Passage of Time',Yes,Western Journal
Man Goes Viral After Putting 'Mortgage Payment' Into RV Gas Tank Thanks to Crippling Prices,Yes,Western Journal
Update: Lawsuit May Doom COVID Testing Company Under FBI Investigation for Alleged $124 Million Scam,Yes,Western Journal
Prince Harry Reportedly Changing Plans as His Concern for Queen Elizabeth Rises,Yes,Western Journal
Rock Star Who Enjoyed a Cult Following in the 1970s Dead at Age 77,Yes,Western Journal
Mystery Solved: Authorities Identify Remains of 4-Year-Old Girl Found in Desert 62 Years Ago,Yes,Western Journal
50 Hilariously Put-Upon Parents Whose Kids RUINED Their Day And Then Some,Yes,Buzzfeed
"Rihanna's No-Shirt Maternity Outfit Is Badass And Perfect, And I Will Hear No Words To The Contrary",Yes,Buzzfeed
"Younger Generations Are Calling Out Things Older Generations Should Know, And Honestly, Everyone Should Read This",Yes,Buzzfeed
"22 Parenting Tips That’ll Make You Think ""Oh That’s Genius""",Yes,Buzzfeed
"16 Moms Whose Actions Made Their Kids Go, ""What Kind Of Monster Raised Me?!""",Yes,Buzzfeed
"We Tried 8 Of The Most Popular Vegan Chicken Nuggets — From Impossible, To Beyond Chicken, To Daring Foods",Yes,Buzzfeed
"13 Texts And Screenshots From Ex-Boyfriends Who Are Stupid, Ridiculous, And Toxic As All Hell",Yes,Buzzfeed
"33 People Share Common (But Wildly Untrue) Sex Myths That Are Still, For Some Reason, Believed",Yes,Buzzfeed
Lisa Bonet And Jason Momoa Revealed That They're Splitting Up After More Than 16 Years As A Couple,Yes,Buzzfeed
19 Red Flags And 13 Green Flags That Caught Peoples' Eyes On Dating Apps,Yes,Buzzfeed
People Share Their Weirdest Flirting Tips That Actually Worked And I Have To Try Some Of These,Yes,Buzzfeed
Women Are Sharing The Most Absurd Comments They've Received From A Medical Professional And I'm Appalled,Yes,Buzzfeed
Just 42 No-Brainer Purchases To Make If You Wanna Feel Real Adult,Yes,Buzzfeed
27 Things From Amazon That Reviewers Actually Swear By,Yes,Buzzfeed
"These 19 ""WeCrashed"" Fans Think Anne Hathaway Deserves The Emmy For Playing Rebekah Neumann",Yes,Buzzfeed
"Dearest Reader, I Will Tell You Which ""Bridgerton"" Season 2 Character You Are",Yes,Buzzfeed
I'm Preeeeeeetty Sure Only Theater Kids Will Be Able To Identify All Of These Movie Musicals,Yes,Buzzfeed
Let's Find Out Which One Of Moon Knight's Identities You're Most Like Deep Down,Yes,Buzzfeed
Can You Name At Least 80% Of These 2022 Oscars Nominees With A Single Screenshot?,Yes,Buzzfeed
"Here Are The All The New Characters Cast In ""Bridgerton"" Season 2",Yes,Buzzfeed
16 Director's Cuts You Should Definitely Watch,Yes,Buzzfeed
"I Bet You Can't Win A Million On A Pixar–Themed ""Who Wants To Be A Millionaire""",Yes,Buzzfeed
"21 Things You Should Know About Pure Food And Wine, The Restaurant Featured In ""Bad Vegan""",Yes,Buzzfeed
"14 Oscar Scandals That Are So Juicy, They Probably Deserve To Win Best Picture",Yes,Buzzfeed
"The ""One Tree Hill"" Ladies Just Reunited On Screen For The First Time In 13 Years In ""Good Sam,"" And Here's How It Happened",Yes,Buzzfeed
"Anya Taylor-Joy Said Watching Carrie Bradshaw Navigate Love On ""Sex And The City"" Helped Her Through A ""Horrible Breakup,"" And The Reason Why Is Really Sweet",Yes,Buzzfeed
50 BIPOC Anime Characters Who Deserve Their Own Series,Yes,Buzzfeed
"This Quiz Will Reveal Which Harry Potter Character You're 99% Like, And Which Disney Character You're 1% like",Yes,Buzzfeed
35 Pieces Of Furniture And Decor That Will Make People Wonder If Your Home Has Been On HGTV,Yes,Buzzfeed
19 Foods People Hated Until Someone Prepared It Properly For Them,Yes,Buzzfeed
45 Pictures Of The Vanity Fair After-Party From Exactly 20 Years Ago That Will Seriously Take You Back,Yes,Buzzfeed
Olivia Rodrigo Joked About Underage Drinking On A Talk Show And It Demonstrates A Shift In Disney's Control And Censorship Of Young Actors Since The ‘00s,Yes,Buzzfeed
Taylor Swift Is Facing Backlash For Her Involvement In The Movie Adaptation Of “Where The Crawdads Sing.” Here Is Everything You Need To Know.,Yes,Buzzfeed
21 Celebrities Who I Had No Idea Changed Their Last Names Before They Were Famous,Yes,Buzzfeed
"Shockingly, These Actors Are All Without An Oscar – Choose Which Ones You'd Give The Award To, And We'll Reveal Which Of These Celebs You Would Hit It Off With",Yes,Buzzfeed
Rihanna Gave A Classic Rihanna Response To Being Asked If She's Engaged,Yes,Buzzfeed
"People Are Sharing Dating ""Red Flags"" That They Actually Disagree With, And A Lot Of These Are Eye-Opening",Yes,Buzzfeed
"31 Times People DIY'd In The Most Hilarious And, Frankly, Ingenious Ways",Yes,Buzzfeed
27 Tweets For Anyone Who's Been Personally Victimized By Wordle On A Daily Basis,Yes,Buzzfeed
Here Are The 18 Pop Culture Moments You May Have Missed In The News Cycle This Week,Yes,Buzzfeed
Choose Some Random Things And I'll Give You A Stray Kids Song To Listen To,Yes,Buzzfeed
21 Of The Best Songs Produced By Kanye West,Yes,Buzzfeed
Let's See If You Have Good Taste In Music Based On The Songs You Pick From These Top Artists,Yes,Buzzfeed
"Cleopatra Was Only 5 Feet Tall, And 74 Other Famous Figures I Was Curious To Learn The Heights Of",Yes,Buzzfeed
I Just Really Can't Deal With The Fact That These 17 Random Celebs Produced These Famous TV Shows And Movies,Yes,Buzzfeed
19 Informercial Toys From The '90s That You Were Dying To Play With,Yes,Buzzfeed
It's Totally Stunning How Much Oscar Fashion Has Changed Over Nearly A Century,Yes,Buzzfeed
It's Time To Play Smash Or Pass With The Golden Age Of Hollywood Stars,Yes,Buzzfeed
"Most People Tap Out At $125,000 On This ""Friends""-Themed ""Who Wants To Be A Millionaire"" — So, Good Luck",Yes,Buzzfeed
"People Are Calling Out The Actors Who Were So Miscast They Nearly Ruined The Whole TV Show, And These Are Some Spicy Takes",Yes,Buzzfeed
How Many Of These Events From 2019 You Remember?,Yes,Buzzfeed
People Are Divided On Whether These Celebrities Who Were Born Rich Would Still Be Successful If They Didn't Come From Money,Yes,Buzzfeed
"This ""Hunger Games""-Themed ""Who Wants To Be A Millionaire"" Quiz Is Harder To Win Than The Actual Games",Yes,Buzzfeed
Here's Absolutely Everything Coming To Netflix In April 2022,Yes,Buzzfeed
"21 ""Turning Red"" Moments That 100% Made All '00s Kids Feel So Nostalgic",Yes,Buzzfeed
"You Should Be Watching ""Get Over It,"" The Shakespeare-Inspired 2000's Teen Film No One Talks About",Yes,Buzzfeed
A Wednesday Addams Spinoff Is Coming To Netflix And I Wanna Know What % Wednesday Addams You Are,Yes,Buzzfeed
Which Version Of The Riddler Matches Your Personality?,Yes,Buzzfeed
"Tommy Dorfman And Her Husband, Peter Zurkuhlen, Have Reportedly Filed For Divorce After 10 Years Together",Yes,Buzzfeed
High-voltage mireAndrés Manuel López Obrador’s energy policy will hurt Mexico,No,The Economist
From Moscow with menacesHow to deter Vladimir Putin from invading Ukraine,No,The Economist
Weak teaThe Supreme Court declines to block Texas’s abortion law,No,The Economist
Church and chalkThe Supreme Court seems ready to poke a hole in the church-state wall,No,The Economist
European telecomsKKR bids for Telecom Italia in a mammoth private-equity deal,No,The Economist
Crypto’s crewCrypto lobbying is going ballistic,No,The Economist
Sea slugs and chloroplastsOne of nature’s strangest symbioses gives up its secrets,No,The Economist
The 2021 Nobel science prizesThe Nobel chemistry prize goes for a new approach to catalysts,No,The Economist
The 2021 Nobel science prizesTwo students of the senses win the Nobel prize for medicine,No,The Economist
Candidate For Wisconsin Attorney General Gets in Race to Address Election Issues and Destruction of Our Civil Liberties,Yes,The Gateway Pundit
Touching Thank You Letter to Our Readers From Political Prisoner at DC Gitmo! “Gateway Pundit Readers- THANK YOU FOR NOT FORGETTING US!!”,Yes,The Gateway Pundit
“Thank You Will Smith!” – Radical Democrat Ayanna Pressley Cheers Will Smith’s Violent Assault at Academy Awards Over a Joke,Yes,The Gateway Pundit
Strange. Violent Actor Will Smith Smacked Chris Rock in the Mouth for Joking About His Wife’s Hair – But Laughed at Joke About Wife’s Open Marriage (VIDEO),Yes,The Gateway Pundit
Maricopa County Supervisors Refuse To Attend Meeting After Arizona State Senate Issues New 2020 Election Subpoena,Yes,The Gateway Pundit
Biden’s Secretary of State Blinken has Family Ties with George Soros,Yes,The Gateway Pundit
WATCH: Will Smith Wins Best Actor Award and Cries After Slapping Chris Rock On Oscar Stage,Yes,The Gateway Pundit
Right Wing Independent Journalist Running for Idaho Governor as a DEMOCRAT — To ‘Make Democrats Conservative Again’,Yes,The Gateway Pundit
WATCH: Will Smith Rushes Oscar Stage And Socks Chris Rock In The Face For Insulting His Wife,Yes,The Gateway Pundit
“King” James Crowned “Worst Actor” by Razzie Awards for His Trainwreck Performance in Space Jam 2 – “A 115 Min Commercial For All Things Warner Media”,Yes,The Gateway Pundit
Spring Break Youths Trash Walmart in Florida,Yes,The Gateway Pundit
"White House Deputy Press Secretary Karine Jean-Pierre, Who Traveled with Biden to Europe, Tests Positive For Covid-19",Yes,The Gateway Pundit
Secretary of State Blinken Claims Biden Will “Counter Iran’s Aggressive Behavior” Yet Gives Iran Everything in a Deal Right After Iran Bombed US Troops,Yes,The Gateway Pundit
WATCH: Fox News Host Says He is Hearing That Hunter Biden Will Be Indicted,Yes,The Gateway Pundit
12-Year-Old Child Fatally Shoots Teen Cousin and Herself at Birthday Party During Livestream,Yes,The Gateway Pundit
EXCLUSIVE: Russia Sold Its Stake in Uranium One Shortly Before Invading Ukraine – The Same Company Clintons Helped Turn Over to Russians,Yes,The Gateway Pundit
"Macron Responds to Biden’s Call for Regime Change in Russia, ‘I Wouldn’t Use Such Words’",Yes,The Gateway Pundit
Miami-Dade County Issues Warning on New Highly Contagious Virus Spreading Across South Florida – Poses Serious Health Risk to Dogs,Yes,The Gateway Pundit
Sean Penn Says He Will Destroy His Oscars if They Don’t Let Ukrainian President Volodymyr Zelenskyy Speak,Yes,The Gateway Pundit
EXCLUSIVE: Hunter Biden Was Accessing Defense Department Systems and His Government Password Was His Favorite Men’s Clothing Store in Beverly Hills,Yes,The Gateway Pundit
Denver BLM Protesters Awarded $14 Million in Damages By Federal Jury Over Injuries During Violent Riots,Yes,The Gateway Pundit
MUST READ: After Being Paid Off by Big Tech for Years Heritage Foundation Finds Itself Victim of Big Tech Censorship,Yes,The Gateway Pundit
"Biden Job Approval Drops to Lowest Level of His Presidency Amid High Inflation Rates, Soaring Gas Prices",Yes,The Gateway Pundit
Rep. Massie’s Victory Lap: Lawmakers Admit ‘You Were Right’ For Warning Of Inflation Crisis,Yes,The Gateway Pundit
Shocking Videos Allegedly Show Ukrainians Shooting And Torturing Russian POWs,Yes,The Gateway Pundit
Trump Rally: Matt Gaetz Promises to Nominate President Trump as Speaker of the House in Jan. 2023 to Replace Pelosi (VIDEO),Yes,The Gateway Pundit
"Joe Biden’s Clean-Up Crew Jumps into Action, Walks Back His Remarks that Putin Cannot Remain in Power",Yes,The Gateway Pundit
Biden To Propose New 20-Percent “Billionaire’s Tax” On Richest Americans,Yes,The Gateway Pundit
Latest CDC Data Shows That Vaccinated Children Aged 5-11 Are Now MORE Likely to Catch Covid Than Their Unvaccinated Peers,Yes,The Gateway Pundit
The De-Militarization of Ukraine Continues,Yes,The Gateway Pundit
“We Live in a Time of Utter Madness and We’re Ruled by Lawless Monsters” – Michele Bachmann at Jerusalem Prayer Breakfast,Yes,The Gateway Pundit
California Gov. Gavin Newsom Appoints First Openly Transgender Judge to Bench,Yes,The Gateway Pundit
BOOM! Trump Mocks John Kerry: Ocean Will Rise 1/100th of 1% in the Next 300 F*cking Years!,Yes,The Gateway Pundit
New Polling Shows That Almost 1/4 of DEMOCRAT Voters Believe Biden Would Not Be President Today if The Media Had Fully Reported About Hunter’s ‘Laptop from Hell’,Yes,The Gateway Pundit
UNHINGED: Tennessee School Board Member Caught on Hot Mic Asking Colleagues: “Can We Just Go Light Marsha Blackburn On Fire?”,Yes,The Gateway Pundit
New Zealand: Massey University’s Queer Fat Studies Lecturer and ‘Fatlicious Feminist’ Dies Suddenly in Her Sleep at 42,Yes,The Gateway Pundit
"LIVE-STREAM VIDEO: President Trump Speaks to HUGE Crowd in Commerce, Georgia – Via RSBN at 6:55 PM ET — 105,000 WATCHING ONLINE!",Yes,The Gateway Pundit
BREAKING: GOP Rep. Fortenberry Resigns From Congress After Being Convicted of Lying to FBI About Foreign Campaign Contribution,Yes,The Gateway Pundit
"MASSIVE Crowd for President Trump in Georgia — THOUSANDS Line Up Early to See Donald Trump in Commerce, GA",Yes,The Gateway Pundit
Ukrainian President Zelenskyy Negotiating Speaking at the Oscars,Yes,The Gateway Pundit
Trump Calls For Clinton-Appointed Judge to Be Recused From His Lawsuit Against Hillary Clinton and the DNC,Yes,The Gateway Pundit
HUGE EXCLUSIVE: British Operative Inserted Himself into President Trump’s White House to Tarnish Trump and Derail the 2020 Election Audit,Yes,The Gateway Pundit
“Biden Is as Good a Man as God ever Created” and “He Needs to Go After Anybody and Everybody Who Tries to Prop Up [Putin]” – Lindsey Graham,Yes,The Gateway Pundit
"In Retaliation For Sanctions From US, Russia Announces Personal Sanctions Against Joe Biden, Hunter Biden, Hillary Clinton",Yes,The Gateway Pundit
“This Is Entering the Dark Valley – Where It Starts Spinning Out of Control” – Steve Bannon Reacts to Breaking News of Saudi Arabia Moving to the Yuan (VIDEO),Yes,The Gateway Pundit
With US Gas Prices at All-Time Highs – Democrats File Bill to Tax Oil Companies,Yes,The Gateway Pundit
WATCH: AZ Gubernatorial Candidate Kari Lake Reacts to 60 Minutes Australia’s Extremely Biased Interview: “This Guy Came Into It With a Raging Case Of Stage 4 Trump Derangement Syndrome”,Yes,The Gateway Pundit
BREAKING: US Producer Price Inflation Soars to 10.0% — Largest Annual Increase on Record,Yes,The Gateway Pundit
Radical Democrat PAC to File Complaint with FEC Against President Trump for Not Formally Announcing His 2024 Run,Yes,The Gateway Pundit
Ukrainians Seeking Asylum Denied Entry at the US Southern Border Due to Covid-19 Policy (VIDEO),Yes,The Gateway Pundit
Elon Musk Challenges Vladimir Putin for ‘Single Combat’ with Ukraine as the Prize – Russia’s Space Agency Responds and Calls Musk “Weakling”,Yes,The Gateway Pundit
“I Forgive My Son for Working with the FBI to Convict Me” – Exclusive Interview with Convicted January 6th Political Prisoner Guy Reffitt from DC Gitmo! – MUST LISTEN HEARTBREAKING AUDIO!,Yes,The Gateway Pundit
"Bill Barr: I Was ‘Surprised’ Trump Didn’t Lose 2020 Election by More Votes, His ‘Obnoxious Behavior’ Was Turning Voters Away",Yes,The Gateway Pundit
USA Today Names Rachel Levine One of their “Women of the Year”,Yes,The Gateway Pundit
Idaho State Legislature Passes Texas-Style Bill to Ban Abortion at Six Weeks,Yes,The Gateway Pundit
"WWE Legend Scott Hall, AKA “Razor Ramon” Dead at 63 After Suffering Multiple Heart Attacks Following Complications From Hip Surgery",Yes,The Gateway Pundit
‘Prospect of Nuclear Conflict – Is Now Within the Realm of Possibility” – UN Secretary General Warns Warmongers on Real Possibility of Nuclear War with Russia (VIDEO),Yes,The Gateway Pundit
"Russians, Ukrainians Take Advantage of Biden’s Free-for-All on the Southern Border as They Flee Eastern Europe – Thousands have Already Come to the US Through Mexico",Yes,The Gateway Pundit
China Locks Down 51 Million People Amid ‘Major’ Covid Outbreak,Yes,The Gateway Pundit
“Ukraine is a Done Deal. It’s Flattened and They Lost” – Steve Harrigan from FOX News Upon Return from Ukraine,Yes,The Gateway Pundit
"NATO Moves Ahead With Military Drills in Norway – Deploys 30,000+ Troops, 50 Warships and 220 Aircraft Near Russia’s Border As Tensions Flare in Ukraine",Yes,The Gateway Pundit
